locus_tag	uniprot_id	string_protein_id
PV_ATCC8482_00318	A6KX58	435590.BVU_0302
PV_ATCC8482_00319	A6KX59	435590.BVU_0303
PV_ATCC8482_00320	A6KX60	435590.BVU_0304
PV_ATCC8482_00321	A6KX61	435590.BVU_0305
PV_ATCC8482_00322	A6KX62	435590.BVU_0306
PV_ATCC8482_00323	A6KX63	435590.BVU_0307
PV_ATCC8482_00324	A6KX64	435590.BVU_0308
PV_ATCC8482_00325	A6KX65	435590.BVU_0309
PV_ATCC8482_00326	A6KX66	435590.BVU_0310
PV_ATCC8482_00327	A6KX67	435590.BVU_0311
PV_ATCC8482_00328	A6KX68	435590.BVU_0312
PV_ATCC8482_00329	A6KX69	435590.BVU_0313
PV_ATCC8482_00330	A6KX70	435590.BVU_0314
PV_ATCC8482_00331	A6KX71	435590.BVU_0315
PV_ATCC8482_00332	A6KX72	435590.BVU_0316
PV_ATCC8482_00333	A6KX73	435590.BVU_0317
PV_ATCC8482_00334	A6KX74	435590.BVU_0318
PV_ATCC8482_00335	A6KX75	435590.BVU_0319
PV_ATCC8482_00336	A6KX76	435590.BVU_0320
PV_ATCC8482_00337	A6KX77	435590.BVU_0321
PV_ATCC8482_00338	A6KX78	435590.BVU_0322
PV_ATCC8482_00339		435590.BVU_0068
PV_ATCC8482_00340	A6KX79	435590.BVU_0323
PV_ATCC8482_00341	A6KX80	435590.BVU_0324
PV_ATCC8482_00342	A6KX81	435590.BVU_0325
PV_ATCC8482_00343	A6KX82	435590.BVU_0326
PV_ATCC8482_00344	A6KX83	435590.BVU_0327
PV_ATCC8482_00345	A6KX84	435590.BVU_0328
PV_ATCC8482_00346	A6KX85	435590.BVU_0329
PV_ATCC8482_00347	A6KX86	435590.BVU_0330
PV_ATCC8482_00348	A6KX87	435590.BVU_0331
PV_ATCC8482_00349	A6KX88	435590.BVU_0332
PV_ATCC8482_00350	A6KX89	435590.BVU_0333
PV_ATCC8482_00352	A6KX90	435590.BVU_0334
PV_ATCC8482_00353	A6KX91	435590.BVU_0335
PV_ATCC8482_00354	A6KX92	435590.BVU_0336
PV_ATCC8482_00355	A6KX93	435590.BVU_0337
PV_ATCC8482_00356	A6KX94	435590.BVU_0338
PV_ATCC8482_00357	A6KX95	435590.BVU_0339
PV_ATCC8482_00358	A6KX96	435590.BVU_0340
PV_ATCC8482_00359	A6KX97	435590.BVU_0341
PV_ATCC8482_00360	A6KX98	435590.BVU_0342
PV_ATCC8482_00361	A6KX99	435590.BVU_0343
PV_ATCC8482_00363	A6KXA0	435590.BVU_0345
PV_ATCC8482_00364	A6KXA1	435590.BVU_0346
PV_ATCC8482_00365	A6KXA2	435590.BVU_0347
PV_ATCC8482_00366	A6KXA3	435590.BVU_0348
PV_ATCC8482_00367	A6KXA4	435590.BVU_0349
PV_ATCC8482_00368	A6KXA5	435590.BVU_0350
PV_ATCC8482_00369	A6KXA6	435590.BVU_0351
PV_ATCC8482_00370	A6KXA7	435590.BVU_0352
PV_ATCC8482_00371		435590.BVU_0353
PV_ATCC8482_00372		435590.BVU_0768
PV_ATCC8482_00373	A6KXA9	435590.BVU_0354
PV_ATCC8482_00374	A6KXB0	435590.BVU_0355
PV_ATCC8482_00375	A6KXB1	435590.BVU_0356
PV_ATCC8482_00376	A6KXB2	435590.BVU_0357
PV_ATCC8482_00377	A6KXB3	435590.BVU_0358
PV_ATCC8482_00378	A6KXB4	435590.BVU_0359
PV_ATCC8482_00379	A6KXB5	435590.BVU_0360
PV_ATCC8482_00380	A6KXB6	435590.BVU_0361
PV_ATCC8482_00381	A6KXB7	435590.BVU_0362
PV_ATCC8482_00382	A6KXB8	435590.BVU_0363
PV_ATCC8482_00383	A6KXB9	435590.BVU_0364
PV_ATCC8482_00384	A6KXC0	435590.BVU_0365
PV_ATCC8482_00385	A6KXC1	435590.BVU_0366
PV_ATCC8482_00386	A6KXC2	435590.BVU_0367
PV_ATCC8482_00387	A6KXC3	435590.BVU_0368
PV_ATCC8482_00388		435590.BVU_0369
PV_ATCC8482_00389		435590.BVU_0035
PV_ATCC8482_00391	A6KXC6	435590.BVU_0371
PV_ATCC8482_00392	A6KXC7	435590.BVU_0372
PV_ATCC8482_00393	A6KXC8	435590.BVU_0373
PV_ATCC8482_00394	A6KXC9	435590.BVU_0374
PV_ATCC8482_00395	A6KXD0	435590.BVU_0375
PV_ATCC8482_00396	A6KXD2	435590.BVU_0377
PV_ATCC8482_00397	A6KXD3	435590.BVU_0378
PV_ATCC8482_00398	A6KXD4	435590.BVU_0379
PV_ATCC8482_00399	A6KXD5	435590.BVU_0380
PV_ATCC8482_00400	A6KXD6	435590.BVU_0381
PV_ATCC8482_00401	A6KXD7	435590.BVU_0382
PV_ATCC8482_00402	A6KXD8	435590.BVU_0383
PV_ATCC8482_00403	A6KXD9	435590.BVU_0384
PV_ATCC8482_00404	A6KXE0	435590.BVU_0385
PV_ATCC8482_00407	A6KXE1	435590.BVU_0387
PV_ATCC8482_00408	A6KXE2	435590.BVU_0388
PV_ATCC8482_00409	A6KXE3	435590.BVU_0389
PV_ATCC8482_00410	A6KXE4	435590.BVU_0390
PV_ATCC8482_00411	A6KXE5	435590.BVU_0391
PV_ATCC8482_00412	A6KXE6	435590.BVU_0392
PV_ATCC8482_00413	A6KXE7	435590.BVU_0393
PV_ATCC8482_00414	A6KXE8	435590.BVU_0394
PV_ATCC8482_00415	A6KXE9	435590.BVU_0395
PV_ATCC8482_00416	A6KXF0	435590.BVU_0396
PV_ATCC8482_00417	A6KXF2	435590.BVU_0398
PV_ATCC8482_00420	A6KXF4	435590.BVU_0400
PV_ATCC8482_00421	A6KXF5	435590.BVU_0401
PV_ATCC8482_00422	A6KXF6	435590.BVU_0402
PV_ATCC8482_00423	A6KXF7	435590.BVU_0403
PV_ATCC8482_00424	A6KXF8	435590.BVU_0404
PV_ATCC8482_00428	A6KXF9	435590.BVU_0408
PV_ATCC8482_00429	A6KXG0	435590.BVU_0409
PV_ATCC8482_00430	A6KXG1	435590.BVU_0410
PV_ATCC8482_00431	A6KXG2	435590.BVU_0411
PV_ATCC8482_00432	A6KXG3	435590.BVU_0412
PV_ATCC8482_00433	A6KXG4	435590.BVU_0413
PV_ATCC8482_00434	A6KXG5	435590.BVU_0414
PV_ATCC8482_00435	A6KXG6	435590.BVU_0415
PV_ATCC8482_00436	A6KXG7	435590.BVU_0416
PV_ATCC8482_00437	A6KXG8	435590.BVU_0417
PV_ATCC8482_00438	A6KXG9	435590.BVU_0418
PV_ATCC8482_00439	A6KXH0	435590.BVU_0419
PV_ATCC8482_00440	A6KXH1	435590.BVU_0420
PV_ATCC8482_00441	A6KXH2	435590.BVU_0421
PV_ATCC8482_00442	A6KXH3	435590.BVU_0422
PV_ATCC8482_00443	A6KXH4	435590.BVU_0423
PV_ATCC8482_00444	A6KXH5	435590.BVU_0424
PV_ATCC8482_00445	A6KXH6	435590.BVU_0425
PV_ATCC8482_00446	A6KXH7	435590.BVU_0426
PV_ATCC8482_00447	A6KXH8	435590.BVU_0427
PV_ATCC8482_00448	A6KXH9	435590.BVU_0428
PV_ATCC8482_00450	A6KXI0	435590.BVU_0429
PV_ATCC8482_00451	A6KXI1	435590.BVU_0430
PV_ATCC8482_00452		435590.BVU_0431
PV_ATCC8482_00453	A6KXI3	435590.BVU_0432
PV_ATCC8482_00454	A6KXI4	435590.BVU_0433
PV_ATCC8482_00455	A6KXI5	435590.BVU_0434
PV_ATCC8482_00456	A6KXI6	435590.BVU_0435
PV_ATCC8482_00459	A6KXI7	435590.BVU_0436
PV_ATCC8482_00460	A6KXI8	435590.BVU_0437
PV_ATCC8482_00462		435590.BVU_0438
PV_ATCC8482_00463		435590.BVU_0439
PV_ATCC8482_00464		435590.BVU_0440
PV_ATCC8482_00465	A6KXJ2	435590.BVU_0441
PV_ATCC8482_00467	A6KXJ3	435590.BVU_0442
PV_ATCC8482_00468	A6KXJ4	435590.BVU_0443
PV_ATCC8482_00469	A6KXJ5	435590.BVU_0444
PV_ATCC8482_00470	A6KXJ6	435590.BVU_0445
PV_ATCC8482_00471	A6KXJ7	435590.BVU_0446
PV_ATCC8482_00472	A6KXJ8	435590.BVU_0447
PV_ATCC8482_00473	A6KXJ9	435590.BVU_0448
PV_ATCC8482_00474	A6KXK0	435590.BVU_0449
PV_ATCC8482_00475	A6KXK1	435590.BVU_0450
PV_ATCC8482_00476	A6KXK2	435590.BVU_0451
PV_ATCC8482_00477	A6KXK3	435590.BVU_0452
PV_ATCC8482_00479	A6KXK4	435590.BVU_0453
PV_ATCC8482_00487	A6KXK6	435590.BVU_0460
PV_ATCC8482_00488	A6KXK7	435590.BVU_0461
PV_ATCC8482_00489	A6KXK8	435590.BVU_0462
PV_ATCC8482_00490	A6KXK9	435590.BVU_0463
PV_ATCC8482_00491	A6KXL0	435590.BVU_0464
PV_ATCC8482_00492	A6KXL1	435590.BVU_0465
PV_ATCC8482_00493	A6KXL2	435590.BVU_0466
PV_ATCC8482_00494	A6KXL3	435590.BVU_0467
PV_ATCC8482_00495	A6KXL4	435590.BVU_0468
PV_ATCC8482_00496	A6KXL5	435590.BVU_0469
PV_ATCC8482_00497	A6KXL6	435590.BVU_0470
PV_ATCC8482_00498	A6KXL7	435590.BVU_0471
PV_ATCC8482_00499	A6KXL8	435590.BVU_0472
PV_ATCC8482_00500	A6KXL9	435590.BVU_0473
PV_ATCC8482_00501	A6KXM0	435590.BVU_0474
PV_ATCC8482_00502	A6KXM1	435590.BVU_0475
PV_ATCC8482_00503	A6KXM2	435590.BVU_0476
PV_ATCC8482_00504	A6KXM3	435590.BVU_0477
PV_ATCC8482_00505	A6KXM4	435590.BVU_0478
PV_ATCC8482_00506	A6KXM5	435590.BVU_0479
PV_ATCC8482_00507	A6KXM6	435590.BVU_0480
PV_ATCC8482_00508		435590.BVU_0481
PV_ATCC8482_00509		435590.BVU_0482
PV_ATCC8482_00510		435590.BVU_0483
PV_ATCC8482_00511	A6KXN1	435590.BVU_0485
PV_ATCC8482_00512	A6KXN2	435590.BVU_0486
PV_ATCC8482_00513	A6KXN3	435590.BVU_0487
PV_ATCC8482_00514	A6KXN4	435590.BVU_0488
PV_ATCC8482_00515	A6KXN5	435590.BVU_0489
PV_ATCC8482_00516	A6KXN6	435590.BVU_0490
PV_ATCC8482_00517	A6KXN7	435590.BVU_0491
PV_ATCC8482_00518	A6KXN8	435590.BVU_0492
PV_ATCC8482_00519	A6KXN9	435590.BVU_0493
PV_ATCC8482_00520	A6KXP0	435590.BVU_0494
PV_ATCC8482_00521	A6KXP1	435590.BVU_0495
