PV_ATCC8482_00061	435590.BVU_0058	100	1058	100	100	0.0	2034
PV_ATCC8482_00062	435590.BVU_0059	100	495	100	99.4	0.0	964
PV_ATCC8482_00063	435590.BVU_0060	100	1026	100	100	0.0	1932
PV_ATCC8482_00064	435590.BVU_0061	100	355	100	100	5.65e-256	692
PV_ATCC8482_00065	435590.BVU_0062	100	549	100	100	0.0	1101
PV_ATCC8482_00066	435590.BVU_0063	100	503	100	100	0.0	1052
PV_ATCC8482_00067	435590.BVU_0064	100	300	100	100	1.06e-230	624
PV_ATCC8482_00068	435590.BVU_0065	100	634	100	99.4	0.0	1347
PV_ATCC8482_00069	435590.BVU_0066	100	364	100	100	1.60e-271	732
PV_ATCC8482_00070	435590.BVU_3204	52.5	40	48.8	47.1	3.38e-06	38.5
PV_ATCC8482_00071	435590.BVU_0068	100	288	100	100	1.54e-217	589
PV_ATCC8482_00073	435590.BVU_0069	100	332	100	100	1.32e-247	669
PV_ATCC8482_00074	435590.BVU_0070	100	359	100	100	1.41e-267	722
PV_ATCC8482_00075	435590.BVU_0071	100	262	100	100	4.13e-184	503
PV_ATCC8482_00076	435590.BVU_0072	100	294	100	100	1.27e-219	595
PV_ATCC8482_00077	435590.BVU_0073	100	260	100	100	4.14e-183	500
PV_ATCC8482_00078	435590.BVU_0074	100	522	100	100	0.0	1048
PV_ATCC8482_00079	435590.BVU_0075	100	285	100	100	4.26e-218	590
PV_ATCC8482_00080	435590.BVU_0076	100	148	82.2	100	1.62e-106	298
PV_ATCC8482_00081	435590.BVU_0077	100	219	100	100	9.45e-155	425
PV_ATCC8482_00082	435590.BVU_0078	100	1234	100	100	0.0	2483
PV_ATCC8482_00083	435590.BVU_0079	100	1338	100	100	0.0	2685
PV_ATCC8482_00084	435590.BVU_0080	100	182	100	100	8.67e-126	348
PV_ATCC8482_00085	435590.BVU_0081	100	190	100	100	7.64e-133	367
PV_ATCC8482_00086	435590.BVU_0082	100	499	100	100	0.0	1048
PV_ATCC8482_00087	435590.BVU_0083	100	933	100	100	0.0	1865
PV_ATCC8482_00088	435590.BVU_0084	100	343	100	100	5.27e-264	711
PV_ATCC8482_00089	435590.BVU_0085	100	768	100	100	0.0	1585
PV_ATCC8482_00090	435590.BVU_0086	100	163	100	100	1.18e-116	324
PV_ATCC8482_00091	435590.BVU_0087	100	73	100	100	6.39e-47	140
PV_ATCC8482_00092	435590.BVU_0088	100	476	100	100	0.0	935
PV_ATCC8482_00093	435590.BVU_0089	100	559	100	100	0.0	1163
PV_ATCC8482_00095	435590.BVU_0090	100	332	100	100	5.51e-240	650
PV_ATCC8482_00096	435590.BVU_0091	100	197	100	100	2.35e-135	374
PV_ATCC8482_00097	435590.BVU_0092	100	389	100	100	4.74e-288	776
PV_ATCC8482_00098	435590.BVU_0094	100	371	100	100	5.58e-271	731
PV_ATCC8482_00099	435590.BVU_0095	100	272	100	100	1.85e-201	547
PV_ATCC8482_00100	435590.BVU_0096	100	411	100	100	2.93e-300	809
PV_ATCC8482_00101	435590.BVU_0097	100	346	100	100	5.94e-161	451
PV_ATCC8482_00102	435590.BVU_0098	99.8	460	99.8	100	0.0	915
PV_ATCC8482_00103	435590.BVU_0099	100	255	100	100	1.38e-121	344
PV_ATCC8482_00104	435590.BVU_0100	100	187	100	100	4.42e-126	350
PV_ATCC8482_00105	435590.BVU_0101	100	300	100	100	3.81e-224	607
PV_ATCC8482_00106	435590.BVU_0102	100	679	100	100	0.0	1401
PV_ATCC8482_00108	435590.BVU_0103	100	257	100	100	6.42e-190	517
PV_ATCC8482_00109	435590.BVU_0104	100	592	100	100	0.0	1214
PV_ATCC8482_00110	435590.BVU_0105	100	516	100	100	0.0	1068
PV_ATCC8482_00112	435590.BVU_0106	100	603	100	100	0.0	1252
PV_ATCC8482_00113	435590.BVU_0107	100	1133	100	100	0.0	2266
PV_ATCC8482_00114	435590.BVU_0108	100	324	100	100	6.40e-235	636
PV_ATCC8482_00115	435590.BVU_0109	100	198	100	100	1.53e-136	377
PV_ATCC8482_00116	435590.BVU_0110	100	702	100	100	0.0	1409
PV_ATCC8482_00117	435590.BVU_0111	100	396	100	100	1.96e-295	795
PV_ATCC8482_00118	435590.BVU_0112	100	447	100	100	0.0	894
PV_ATCC8482_00119	435590.BVU_0113	100	628	100	100	0.0	1204
PV_ATCC8482_00120	435590.BVU_0114	100	120	94.5	100	4.71e-86	243
PV_ATCC8482_00121	435590.BVU_0115	100	407	100	100	1.42e-314	845
PV_ATCC8482_00122	435590.BVU_0116	100	549	100	100	0.0	1171
PV_ATCC8482_00123	435590.BVU_0117	100	645	100	100	0.0	1332
PV_ATCC8482_00124	435590.BVU_0118	100	878	100	100	0.0	1852
PV_ATCC8482_00125	435590.BVU_0119	100	361	100	100	2.37e-276	744
PV_ATCC8482_00126	435590.BVU_0120	100	640	100	100	0.0	1321
PV_ATCC8482_00127	435590.BVU_0121	100	461	100	100	0.0	955
PV_ATCC8482_00128	435590.BVU_0122	99.8	472	95.9	100	0.0	977
PV_ATCC8482_00130	435590.BVU_0123	100	310	100	100	1.30e-195	536
PV_ATCC8482_00131	435590.BVU_0124	100	478	100	100	0.0	979
PV_ATCC8482_00132	435590.BVU_0125	100	675	100	100	0.0	1392
PV_ATCC8482_00133	435590.BVU_0126	100	1108	100	100	0.0	2231
PV_ATCC8482_00134	435590.BVU_0127	100	171	100	100	4.92e-122	338
PV_ATCC8482_00135	435590.BVU_0128	100	937	100	100	0.0	1877
PV_ATCC8482_00136	435590.BVU_0129	100	908	100	100	0.0	1861
PV_ATCC8482_00137	435590.BVU_0130	100	533	99.3	100	0.0	1112
PV_ATCC8482_00138	435590.BVU_0131	100	788	100	100	0.0	1605
PV_ATCC8482_00139	435590.BVU_0132	100	1141	100	100	0.0	2403
PV_ATCC8482_00140	435590.BVU_0133	100	644	100	100	0.0	1323
PV_ATCC8482_00141	435590.BVU_0134	100	608	100	100	0.0	1224
PV_ATCC8482_00142	435590.BVU_0135	100	1025	100	100	0.0	2041
PV_ATCC8482_00143	435590.BVU_0136	100	181	100	100	8.71e-130	358
PV_ATCC8482_00144	435590.BVU_0137	100	408	100	100	2.98e-312	839
PV_ATCC8482_00145	435590.BVU_0138	100	934	100	99.4	0.0	1835
PV_ATCC8482_00148	435590.BVU_0141	100	128	100	100	1.06e-93	263
PV_ATCC8482_00149	435590.BVU_0142	100	616	100	97.5	0.0	1197
PV_ATCC8482_00150	435590.BVU_0143	100	404	100	100	1.89e-297	801
PV_ATCC8482_00151	435590.BVU_0144	100	397	100	100	3.36e-292	787
PV_ATCC8482_00152	435590.BVU_1276	40.0	35	63.6	13.5	1.46e-04	34.3
PV_ATCC8482_00153	435590.BVU_0145	100	992	100	100	0.0	1971
PV_ATCC8482_00154	435590.BVU_0146	100	280	100	100	4.24e-211	572
PV_ATCC8482_00155	435590.BVU_0147	100	259	100	100	1.90e-183	501
PV_ATCC8482_00156	435590.BVU_0148	100	117	100	100	1.46e-79	226
PV_ATCC8482_00158	435590.BVU_0149	100	1426	100	100	0.0	2805
PV_ATCC8482_00159	435590.BVU_0150	100	104	100	100	1.87e-78	223
PV_ATCC8482_00160	435590.BVU_0151	100	471	100	100	0.0	976
PV_ATCC8482_00161	435590.BVU_0152	100	635	100	100	0.0	1336
PV_ATCC8482_00162	435590.BVU_0153	100	462	100	100	0.0	948
PV_ATCC8482_00163	435590.BVU_0154	100	783	100	100	0.0	1592
PV_ATCC8482_00164	435590.BVU_0155	100	127	100	97.7	2.89e-89	252
PV_ATCC8482_00165	435590.BVU_0156	100	240	100	100	4.70e-179	488
PV_ATCC8482_00166	435590.BVU_0157	100	388	100	100	1.12e-290	783
PV_ATCC8482_00167	435590.BVU_0159	100	1106	100	100	0.0	2292
PV_ATCC8482_00168	435590.BVU_0160	100	547	100	100	0.0	1130
PV_ATCC8482_00169	435590.BVU_0161	100	608	100	99.0	0.0	1291
PV_ATCC8482_00170	435590.BVU_0162	99.9	992	100	99.1	0.0	2046
PV_ATCC8482_00171	435590.BVU_0163	100	951	100	100	0.0	1957
PV_ATCC8482_00172	435590.BVU_0164	100	464	100	100	0.0	963
PV_ATCC8482_00173	435590.BVU_0165	100	441	100	100	0.0	910
PV_ATCC8482_00174	435590.BVU_0166	100	769	100	100	0.0	1565
PV_ATCC8482_00175	435590.BVU_0167	100	1097	100	100	0.0	2198
PV_ATCC8482_00176	435590.BVU_0168	100	393	100	100	1.52e-286	773
PV_ATCC8482_00177	435590.BVU_0169	100	531	100	100	0.0	1048
PV_ATCC8482_00178	435590.BVU_0020	100	273	90.7	100	2.26e-203	553
PV_ATCC8482_00179	435590.BVU_0171	100	537	100	100	0.0	1088
PV_ATCC8482_00180	435590.BVU_0172	100	712	100	100	0.0	1446
PV_ATCC8482_00181	435590.BVU_0173	100	105	100	100	4.07e-78	222
PV_ATCC8482_00182	435590.BVU_0174	100	593	100	100	0.0	1219
PV_ATCC8482_00183	435590.BVU_0175	100	427	100	100	0.0	909
PV_ATCC8482_00184	435590.BVU_0176	100	616	99.8	100	0.0	1296
PV_ATCC8482_00185	435590.BVU_0177	100	1095	100	100	0.0	2243
PV_ATCC8482_00186	435590.BVU_0178	100	376	99.7	100	1.32e-299	804
PV_ATCC8482_00187	435590.BVU_0179	100	692	98.3	100	0.0	1447
PV_ATCC8482_00188	435590.BVU_0180	100	784	100	100	0.0	1655
PV_ATCC8482_00189	435590.BVU_0181	100	955	100	100	0.0	1998
PV_ATCC8482_00190	435590.BVU_0182	100	424	100	100	0.0	869
PV_ATCC8482_00191	435590.BVU_0183	100	494	100	100	0.0	1006
PV_ATCC8482_00192	435590.BVU_0184	100	232	100	100	7.55e-181	492
PV_ATCC8482_00193	435590.BVU_0185	100	267	100	100	4.25e-218	589
PV_ATCC8482_00194	435590.BVU_0186	100	474	100	100	0.0	973
PV_ATCC8482_00195	435590.BVU_0187	100	920	100	100	0.0	1909
PV_ATCC8482_00196	435590.BVU_0189	100	328	100	100	8.15e-240	649
PV_ATCC8482_00199	435590.BVU_0190	100	129	100	100	1.34e-92	260
PV_ATCC8482_00200	435590.BVU_0191	100	323	100	100	6.91e-234	634
PV_ATCC8482_00201	435590.BVU_0192	100	239	100	100	1.57e-172	471
PV_ATCC8482_00202	435590.BVU_0193	100	418	100	100	3.72e-302	814
PV_ATCC8482_00203	435590.BVU_0194	100	413	100	100	1.70e-300	810
PV_ATCC8482_00204	435590.BVU_0195	100	364	100	100	1.12e-246	669
PV_ATCC8482_00205	435590.BVU_0196	100	438	100	100	1.05e-309	835
PV_ATCC8482_00206	435590.BVU_0197	100	452	100	100	0.0	893
PV_ATCC8482_00207	435590.BVU_0198	100	317	100	100	1.08e-218	595
PV_ATCC8482_00208	435590.BVU_0199	100	277	100	100	2.09e-205	558
PV_ATCC8482_00209	435590.BVU_0200	100	464	100	100	0.0	920
PV_ATCC8482_00210	435590.BVU_0201	100	317	100	100	3.45e-240	649
PV_ATCC8482_00211	435590.BVU_0202	100	219	100	100	1.29e-152	419
PV_ATCC8482_00212	435590.BVU_0203	100	240	100	100	4.33e-175	478
PV_ATCC8482_00213	435590.BVU_0204	100	715	100	100	0.0	1373
PV_ATCC8482_00214	435590.BVU_0205	100	336	100	100	3.48e-245	663
PV_ATCC8482_00215	435590.BVU_0206	100	213	100	100	2.25e-159	436
PV_ATCC8482_00216	435590.BVU_0207	100	513	100	100	0.0	1035
PV_ATCC8482_00217	435590.BVU_0208	100	897	100	100	0.0	1796
PV_ATCC8482_00218	435590.BVU_0209	100	281	100	100	2.85e-205	558
PV_ATCC8482_00219	435590.BVU_0210	100	342	100	100	6.12e-258	696
PV_ATCC8482_00221	435590.BVU_0212	100	817	100	100	0.0	1702
PV_ATCC8482_00222	435590.BVU_0213	100	627	100	100	0.0	1310
PV_ATCC8482_00223	435590.BVU_0214	100	127	100	100	1.70e-94	265
PV_ATCC8482_00224	435590.BVU_0215	100	553	100	98.4	0.0	1134
PV_ATCC8482_00225	435590.BVU_0216	100	1023	100	100	0.0	2056
PV_ATCC8482_00226	435590.BVU_0217	100	548	100	100	0.0	1172
PV_ATCC8482_00227	435590.BVU_0218	100	286	100	100	1.04e-214	582
PV_ATCC8482_00228	435590.BVU_0219	100	310	100	100	5.91e-233	630
PV_ATCC8482_00229	435590.BVU_0220	100	308	100	100	1.19e-231	627
PV_ATCC8482_00230	435590.BVU_0221	100	419	100	100	3.00e-313	842
PV_ATCC8482_00231	435590.BVU_0222	100	339	100	100	4.99e-251	678
PV_ATCC8482_00232	435590.BVU_0223	100	214	100	100	4.68e-148	407
PV_ATCC8482_00238	435590.BVU_0230	100	142	100	100	6.89e-108	300
PV_ATCC8482_00239	435590.BVU_0231	100	98	100	100	4.07e-68	196
PV_ATCC8482_00241	435590.BVU_0232	100	153	86.4	100	2.49e-99	280
PV_ATCC8482_00242	435590.BVU_0233	100	493	100	99.6	0.0	967
PV_ATCC8482_00243	435590.BVU_0234	100	320	100	96.7	9.76e-242	654
PV_ATCC8482_00244	435590.BVU_0235	100	455	100	100	0.0	911
PV_ATCC8482_00245	435590.BVU_0236	100	97	100	100	1.17e-71	205
PV_ATCC8482_00246	435590.BVU_0237	100	1056	100	100	0.0	1998
PV_ATCC8482_00247	435590.BVU_0238	100	340	100	100	7.87e-244	660
PV_ATCC8482_00248	435590.BVU_0239	100	441	100	100	3.63e-307	829
PV_ATCC8482_00249	435590.BVU_0240	100	209	100	100	9.14e-148	406
PV_ATCC8482_00250	435590.BVU_0241	100	255	100	99.2	1.99e-133	374
PV_ATCC8482_00251	435590.BVU_0242	100	461	100	100	3.80e-310	838
PV_ATCC8482_00252	435590.BVU_0243	100	1072	100	100	0.0	2018
PV_ATCC8482_00253	435590.BVU_0244	100	403	100	100	7.51e-283	764
PV_ATCC8482_00254	435590.BVU_0245	100	761	100	100	0.0	1481
PV_ATCC8482_00255	435590.BVU_0246	100	444	100	100	0.0	895
PV_ATCC8482_00256	435590.BVU_0247	100	382	100	100	3.89e-288	776
PV_ATCC8482_00257	435590.BVU_0248	100	258	100	100	2.74e-196	533
PV_ATCC8482_00259	435590.BVU_0249	100	401	100	100	2.55e-289	780
PV_ATCC8482_00260	435590.BVU_0250	100	985	100	100	0.0	1957
PV_ATCC8482_00261	435590.BVU_0251	100	445	100	100	0.0	900
PV_ATCC8482_00262	435590.BVU_0252	100	131	100	100	1.01e-97	273
PV_ATCC8482_00263	435590.BVU_0253	100	433	100	100	0.0	911
PV_ATCC8482_00264	435590.BVU_0254	100	170	100	100	2.01e-125	347
PV_ATCC8482_00265	435590.BVU_0255	100	607	100	100	0.0	1112
PV_ATCC8482_00266	435590.BVU_0256	100	313	100	100	2.11e-223	606
PV_ATCC8482_00267	435590.BVU_0257	100	290	100	100	2.15e-184	506
PV_ATCC8482_00268	435590.BVU_4126	28.4	271	91.1	51.9	3.51e-26	104
PV_ATCC8482_00269	435590.BVU_4126	26.4	182	99.5	39.7	2.82e-12	61.2
PV_ATCC8482_00270	435590.BVU_0260	100	328	100	100	1.31e-220	600
PV_ATCC8482_00271	435590.BVU_0261	100	391	100	100	1.60e-271	734
PV_ATCC8482_00272	435590.BVU_0262	100	416	100	100	1.51e-300	810
PV_ATCC8482_00273	435590.BVU_0263	100	142	100	100	5.89e-100	280
PV_ATCC8482_00274	435590.BVU_0264	100	121	100	100	8.97e-85	240
PV_ATCC8482_00275	435590.BVU_0265	100	616	100	100	0.0	1187
PV_ATCC8482_00276	435590.BVU_0266	100	366	99.7	100	1.16e-263	712
PV_ATCC8482_00277	435590.BVU_0267	100	252	100	100	3.19e-192	522
PV_ATCC8482_00278	435590.BVU_0268	100	208	100	100	5.49e-144	397
PV_ATCC8482_00279	435590.BVU_0269	100	339	100	100	6.39e-263	708
PV_ATCC8482_00280	435590.BVU_0270	100	67	100	100	1.31e-41	127
PV_ATCC8482_00281	435590.BVU_0271	100	435	100	100	4.44e-259	707
PV_ATCC8482_00282	435590.BVU_0272	100	457	100	100	0.0	917
PV_ATCC8482_00283	435590.BVU_0273	100	456	100	100	0.0	872
PV_ATCC8482_00284	435590.BVU_0274	100	209	100	100	2.09e-153	421
PV_ATCC8482_00285	435590.BVU_0275	100	615	99.5	100	0.0	1056
PV_ATCC8482_00286	435590.BVU_0276	100	134	100	100	3.49e-95	267
PV_ATCC8482_00287	435590.BVU_0277	100	308	100	100	1.05e-225	612
PV_ATCC8482_00288	435590.BVU_0278	100	195	100	100	6.82e-152	416
PV_ATCC8482_00289	435590.BVU_0280	43.0	79	100	10.3	2.01e-15	66.2
PV_ATCC8482_00290	435590.BVU_0279	100	701	100	100	0.0	1411
PV_ATCC8482_00291	435590.BVU_0280	100	769	100	100	0.0	1546
PV_ATCC8482_00292	435590.BVU_0281	100	99	100	100	4.19e-75	214
PV_ATCC8482_00293	435590.BVU_0282	100	771	100	100	0.0	1521
PV_ATCC8482_00294	435590.BVU_0283	100	453	100	100	0.0	886
PV_ATCC8482_00297	435590.BVU_0284	100	127	100	100	3.72e-89	251
PV_ATCC8482_00298	435590.BVU_0285	100	117	100	92.1	2.28e-85	241
PV_ATCC8482_00299	435590.BVU_0286	100	108	100	68.4	2.16e-76	219
PV_ATCC8482_00300	435590.BVU_0287	100	414	100	100	3.87e-247	675
PV_ATCC8482_00301	435590.BVU_0288	100	153	79.3	100	5.60e-107	300
PV_ATCC8482_00302	435590.BVU_0289	100	137	100	100	1.93e-98	276
PV_ATCC8482_00304	435590.BVU_0290	100	304	100	100	5.42e-226	612
PV_ATCC8482_00305	435590.BVU_0291	100	733	100	100	0.0	1413
PV_ATCC8482_00306	435590.BVU_0292	100	381	100	100	3.30e-284	766
PV_ATCC8482_00308	435590.BVU_0293	100	498	99.4	100	0.0	1034
PV_ATCC8482_00309	435590.BVU_0294	100	181	100	100	5.48e-142	389
PV_ATCC8482_00310	435590.BVU_0295	100	130	100	83.3	2.76e-98	276
PV_ATCC8482_00312	435590.BVU_0296	100	684	100	100	0.0	1366
PV_ATCC8482_00313	435590.BVU_0297	100	165	100	56.5	8.23e-124	347
PV_ATCC8482_00314	435590.BVU_0298	100	379	100	100	8.19e-293	787
PV_ATCC8482_00315	435590.BVU_0299	100	1030	100	100	0.0	2092
PV_ATCC8482_00316	435590.BVU_0300	100	605	100	100	0.0	1235
PV_ATCC8482_00317	435590.BVU_0301	100	1075	100	99.9	0.0	2244
PV_ATCC8482_00318	435590.BVU_0302	100	689	100	100	0.0	1432
PV_ATCC8482_00319	435590.BVU_0303	100	511	100	100	0.0	1048
PV_ATCC8482_00320	435590.BVU_0304	100	1138	97.5	100	0.0	2225
PV_ATCC8482_00321	435590.BVU_0305	100	328	100	100	3.32e-239	647
PV_ATCC8482_00322	435590.BVU_0306	100	193	100	100	1.80e-137	379
PV_ATCC8482_00323	435590.BVU_0307	100	544	100	100	0.0	1053
PV_ATCC8482_00324	435590.BVU_0308	100	556	100	100	0.0	1071
PV_ATCC8482_00325	435590.BVU_0309	100	636	100	100	0.0	1276
PV_ATCC8482_00326	435590.BVU_0310	100	716	100	100	0.0	1419
PV_ATCC8482_00327	435590.BVU_0311	100	445	100	100	0.0	890
PV_ATCC8482_00328	435590.BVU_0312	99.8	642	98.3	100	0.0	1303
PV_ATCC8482_00329	435590.BVU_0313	100	120	100	100	1.38e-83	237
PV_ATCC8482_00330	435590.BVU_0314	100	769	100	99.4	0.0	1550
PV_ATCC8482_00331	435590.BVU_0315	100	498	100	100	0.0	952
PV_ATCC8482_00332	435590.BVU_0316	100	397	100	100	3.93e-291	785
PV_ATCC8482_00333	435590.BVU_0317	100	1038	100	100	0.0	1959
PV_ATCC8482_00334	435590.BVU_0318	100	376	100	100	4.57e-268	724
PV_ATCC8482_00335	435590.BVU_0319	100	465	100	100	0.0	915
PV_ATCC8482_00336	435590.BVU_0320	100	180	100	100	4.49e-127	352
PV_ATCC8482_00337	435590.BVU_0321	99.5	215	78.8	100	1.59e-166	457
PV_ATCC8482_00338	435590.BVU_0322	100	76	100	100	1.57e-55	162
PV_ATCC8482_00339	435590.BVU_0068	46.7	45	89.8	15.6	1.38e-06	39.7
PV_ATCC8482_00340	435590.BVU_0323	100	354	100	100	6.45e-266	717
PV_ATCC8482_00341	435590.BVU_0324	100	86	100	100	4.21e-60	175
PV_ATCC8482_00342	435590.BVU_0325	100	297	100	100	9.98e-214	580
PV_ATCC8482_00343	435590.BVU_0326	100	339	100	100	6.79e-249	673
PV_ATCC8482_00344	435590.BVU_0327	100	126	100	100	9.52e-87	245
PV_ATCC8482_00345	435590.BVU_0328	100	568	100	100	0.0	1140
PV_ATCC8482_00346	435590.BVU_0329	100	202	100	100	4.40e-147	404
PV_ATCC8482_00347	435590.BVU_0330	100	136	100	100	1.21e-96	271
PV_ATCC8482_00348	435590.BVU_0331	100	362	100	100	2.61e-260	704
PV_ATCC8482_00349	435590.BVU_0332	100	405	100	100	2.83e-304	818
PV_ATCC8482_00350	435590.BVU_0333	100	665	100	100	0.0	1358
PV_ATCC8482_00352	435590.BVU_0334	100	294	100	98.0	1.25e-216	588
PV_ATCC8482_00353	435590.BVU_0335	100	128	100	100	1.77e-92	260
PV_ATCC8482_00354	435590.BVU_0336	100	414	100	100	2.00e-304	820
PV_ATCC8482_00355	435590.BVU_0337	100	207	100	100	7.76e-139	384
PV_ATCC8482_00356	435590.BVU_0338	100	498	100	100	0.0	984
PV_ATCC8482_00357	435590.BVU_0339	100	166	100	100	7.65e-128	352
PV_ATCC8482_00358	435590.BVU_0340	100	471	100	100	0.0	989
PV_ATCC8482_00359	435590.BVU_0341	100	181	100	100	2.60e-131	362
PV_ATCC8482_00360	435590.BVU_0342	100	194	100	100	4.43e-143	393
PV_ATCC8482_00361	435590.BVU_0343	100	450	97.8	100	4.07e-302	817
PV_ATCC8482_00363	435590.BVU_0345	100	545	100	100	0.0	1024
PV_ATCC8482_00364	435590.BVU_0346	100	90	100	100	1.67e-61	179
PV_ATCC8482_00365	435590.BVU_0347	100	583	100	100	0.0	1123
PV_ATCC8482_00366	435590.BVU_0348	100	344	100	100	4.50e-261	704
PV_ATCC8482_00367	435590.BVU_0349	100	472	100	100	0.0	941
PV_ATCC8482_00368	435590.BVU_0350	100	396	100	100	2.10e-290	783
PV_ATCC8482_00369	435590.BVU_0351	100	454	100	100	0.0	884
PV_ATCC8482_00370	435590.BVU_0352	100	95	100	100	7.73e-67	192
PV_ATCC8482_00371	435590.BVU_0353	100	334	100	100	3.89e-241	653
PV_ATCC8482_00372	435590.BVU_0768	100	116	100	100	3.06e-85	241
PV_ATCC8482_00373	435590.BVU_0354	100	215	100	95.6	1.36e-152	419
PV_ATCC8482_00374	435590.BVU_0355	100	338	100	100	6.63e-235	637
PV_ATCC8482_00375	435590.BVU_0356	100	474	100	100	0.0	950
PV_ATCC8482_00376	435590.BVU_0357	100	498	100	100	0.0	1001
PV_ATCC8482_00377	435590.BVU_0358	100	312	100	100	4.29e-227	615
PV_ATCC8482_00378	435590.BVU_0359	100	281	100	100	5.75e-205	557
PV_ATCC8482_00379	435590.BVU_0360	100	251	100	100	5.60e-172	471
PV_ATCC8482_00380	435590.BVU_0361	100	204	100	100	2.54e-147	405
PV_ATCC8482_00381	435590.BVU_0362	100	534	100	100	0.0	1118
PV_ATCC8482_00382	435590.BVU_0363	100	1440	100	100	0.0	2882
